bbox,track_id,object_name,time_date,bbox_image_path,confidence,score,tag
"[506, 306, 544, 337]",5.0,car,2025-05-06__20_32_04_226175,./bbox_images\5.0_2025-05-06__20_32_04_226175.jpg,0.2465566843748092,0.7452286971482813,0.0
"[571, 298, 604, 326]",6.0,car,2025-05-06__20_32_04_227493,./bbox_images\6.0_2025-05-06__20_32_04_227493.jpg,0.1611313223838806,1.064874517891273,0.0
"[467, 279, 520, 325]",7.0,bus,2025-05-06__20_32_04_229167,./bbox_images\7.0_2025-05-06__20_32_04_229167.jpg,0.5361210107803345,1.2085698239834857,0.0
"[337, 353, 406, 415]",8.0,truck,2025-05-06__20_32_04_230345,./bbox_images\8.0_2025-05-06__20_32_04_230345.jpg,0.4697071015834808,1.267497284558945,0.0
"[743, 435, 810, 502]",11.0,car,2025-05-06__20_32_04_232162,./bbox_images\11.0_2025-05-06__20_32_04_232162.jpg,0.7177890539169312,5.017279837746246,1.0
"[329, 447, 420, 512]",16.0,car,2025-05-06__20_32_04_233508,./bbox_images\16.0_2025-05-06__20_32_04_233508.jpg,0.8768272399902344,0.8403005510567988,0.0
"[172, 462, 273, 527]",18.0,car,2025-05-06__20_32_04_235508,./bbox_images\18.0_2025-05-06__20_32_04_235508.jpg,0.7412733435630798,0.7294762117322158,0.0
"[419, 498, 513, 581]",26.0,car,2025-05-06__20_32_04_237195,./bbox_images\26.0_2025-05-06__20_32_04_237195.jpg,0.768132746219635,1.3187667001086127,0.0
"[766, 340, 804, 371]",27.0,car,2025-05-06__20_32_04_238566,./bbox_images\27.0_2025-05-06__20_32_04_238566.jpg,0.7386425137519836,5.017279837746247,1.0
"[62, 643, 249, 719]",38.0,car,2025-05-06__20_32_04_240165,./bbox_images\38.0_2025-05-06__20_32_04_240165.jpg,0.7734734416007996,0.7339396732188014,0.0
"[433, 371, 484, 413]",1.0,car,2025-05-06__20_32_04_632089,./bbox_images\1.0_2025-05-06__20_32_04_632089.jpg,0.8432503342628479,0.850249503057279,0.0
"[552, 335, 586, 364]",2.0,car,2025-05-06__20_32_04_634128,./bbox_images\2.0_2025-05-06__20_32_04_634128.jpg,0.3222629725933075,0.7871046455771527,0.0
"[513, 391, 564, 434]",3.0,car,2025-05-06__20_32_04_636274,./bbox_images\3.0_2025-05-06__20_32_04_636274.jpg,0.7338066697120667,1.0710503285404245,0.0
"[988, 197, 1278, 288]",4.0,train,2025-05-06__20_32_04_637658,./bbox_images\4.0_2025-05-06__20_32_04_637658.jpg,0.5692616105079651,0.0004316146894669,0.0
"[508, 304, 546, 336]",5.0,car,2025-05-06__20_32_04_639158,./bbox_images\5.0_2025-05-06__20_32_04_639158.jpg,0.3112049698829651,0.8100415835260387,0.0
"[570, 298, 604, 326]",6.0,car,2025-05-06__20_32_04_640420,./bbox_images\6.0_2025-05-06__20_32_04_640420.jpg,0.2090525925159454,1.0780314175333026,0.0
"[468, 278, 520, 324]",7.0,bus,2025-05-06__20_32_04_642254,./bbox_images\7.0_2025-05-06__20_32_04_642254.jpg,0.606792151927948,1.2383212167307756,0.0
"[339, 352, 410, 414]",8.0,truck,2025-05-06__20_32_04_644131,./bbox_images\8.0_2025-05-06__20_32_04_644131.jpg,0.3422692120075226,1.2601807670875922,0.0
"[750, 448, 826, 524]",11.0,car,2025-05-06__20_32_04_645248,./bbox_images\11.0_2025-05-06__20_32_04_645248.jpg,0.6388575434684753,5.017279837746246,1.0
"[335, 442, 427, 508]",16.0,car,2025-05-06__20_32_04_647049,./bbox_images\16.0_2025-05-06__20_32_04_647049.jpg,0.8928099870681763,0.8820947183107528,0.0
"[181, 458, 280, 521]",18.0,car,2025-05-06__20_32_04_649044,./bbox_images\18.0_2025-05-06__20_32_04_649044.jpg,0.722541093826294,0.7157635653801376,0.0
"[424, 492, 515, 573]",26.0,car,2025-05-06__20_32_04_651039,./bbox_images\26.0_2025-05-06__20_32_04_651039.jpg,0.7873456478118896,1.280638502009651,0.0
"[771, 344, 810, 377]",27.0,car,2025-05-06__20_32_04_652098,./bbox_images\27.0_2025-05-06__20_32_04_652098.jpg,0.6945285797119141,5.017279837746247,1.0
"[66, 631, 261, 718]",38.0,car,2025-05-06__20_32_04_654031,./bbox_images\38.0_2025-05-06__20_32_04_654031.jpg,0.7973840236663818,0.7234499662221086,0.0
"[436, 367, 486, 409]",1.0,car,2025-05-06__20_32_05_086873,./bbox_images\1.0_2025-05-06__20_32_05_086873.jpg,0.8711079359054565,0.8256107851544511,0.0
"[554, 333, 589, 362]",2.0,car,2025-05-06__20_32_05_088868,./bbox_images\2.0_2025-05-06__20_32_05_088868.jpg,0.2985463738441467,0.7935044149865971,0.0
"[516, 387, 566, 430]",3.0,car,2025-05-06__20_32_05_090077,./bbox_images\3.0_2025-05-06__20_32_05_090077.jpg,0.6340194940567017,1.0557613708582456,0.0
"[988, 196, 1278, 287]",4.0,train,2025-05-06__20_32_05_091860,./bbox_images\4.0_2025-05-06__20_32_05_091860.jpg,0.5894224047660828,0.0402826432300312,0.0
"[509, 303, 548, 336]",5.0,car,2025-05-06__20_32_05_093854,./bbox_images\5.0_2025-05-06__20_32_05_093854.jpg,0.2732738256454468,0.8596523488203097,0.0
"[570, 297, 605, 324]",6.0,car,2025-05-06__20_32_05_095849,./bbox_images\6.0_2025-05-06__20_32_05_095849.jpg,0.21692456305027,1.1393820484913155,0.0
"[469, 279, 521, 324]",7.0,bus,2025-05-06__20_32_05_096962,./bbox_images\7.0_2025-05-06__20_32_05_096962.jpg,0.5082668662071228,1.209248815942672,0.0
"[345, 350, 411, 409]",8.0,truck,2025-05-06__20_32_05_098913,./bbox_images\8.0_2025-05-06__20_32_05_098913.jpg,0.3659351170063019,1.282527010242092,0.0
"[760, 468, 843, 555]",11.0,car,2025-05-06__20_32_05_100282,./bbox_images\11.0_2025-05-06__20_32_05_100282.jpg,0.6846141815185547,5.017279837746246,1.0
"[343, 436, 429, 499]",16.0,car,2025-05-06__20_32_05_101833,./bbox_images\16.0_2025-05-06__20_32_05_101833.jpg,0.8785629868507385,0.8556147795402841,0.0
"[190, 453, 287, 514]",18.0,car,2025-05-06__20_32_05_103231,./bbox_images\18.0_2025-05-06__20_32_05_103231.jpg,0.8172369003295898,0.7039279007888953,0.0
"[428, 484, 518, 563]",26.0,car,2025-05-06__20_32_05_104825,./bbox_images\26.0_2025-05-06__20_32_05_104825.jpg,0.749884843826294,1.2557928306416235,0.0
"[777, 349, 818, 384]",27.0,car,2025-05-06__20_32_05_106836,./bbox_images\27.0_2025-05-06__20_32_05_106836.jpg,0.6230393648147583,5.017279837746246,1.0
"[68, 616, 274, 717]",38.0,car,2025-05-06__20_32_05_108192,./bbox_images\38.0_2025-05-06__20_32_05_108192.jpg,0.8188422322273254,0.7259276548434703,0.0
"[438, 366, 488, 406]",1.0,car,2025-05-06__20_32_05_494782,./bbox_images\1.0_2025-05-06__20_32_05_494782.jpg,0.8764882683753967,0.813721710043986,0.0
"[555, 331, 589, 361]",2.0,car,2025-05-06__20_32_05_497799,./bbox_images\2.0_2025-05-06__20_32_05_497799.jpg,0.3037587106227875,0.7593612319064151,0.0
"[517, 385, 566, 429]",3.0,car,2025-05-06__20_32_05_498928,./bbox_images\3.0_2025-05-06__20_32_05_498928.jpg,0.6616846919059753,1.0364545671812402,0.0
"[989, 196, 1278, 287]",4.0,train,2025-05-06__20_32_05_500766,./bbox_images\4.0_2025-05-06__20_32_05_500766.jpg,0.5775679349899292,0.0402837113519382,0.0
"[511, 303, 549, 335]",5.0,car,2025-05-06__20_32_05_502165,./bbox_images\5.0_2025-05-06__20_32_05_502165.jpg,0.2977429926395416,0.8830954499903461,0.0
"[569, 296, 606, 323]",6.0,car,2025-05-06__20_32_05_503758,./bbox_images\6.0_2025-05-06__20_32_05_503758.jpg,0.1214524805545806,1.2299943046052535,0.0
"[471, 279, 521, 324]",7.0,bus,2025-05-06__20_32_05_505753,./bbox_images\7.0_2025-05-06__20_32_05_505753.jpg,0.4700904488563537,1.211176512794287,0.0
"[349, 348, 413, 407]",8.0,truck,2025-05-06__20_32_05_506819,./bbox_images\8.0_2025-05-06__20_32_05_506819.jpg,0.4056894481182098,1.287928860540829,0.0
"[770, 483, 858, 580]",11.0,car,2025-05-06__20_32_05_508745,./bbox_images\11.0_2025-05-06__20_32_05_508745.jpg,0.5622000098228455,5.017279837746246,1.0
"[347, 433, 432, 495]",16.0,car,2025-05-06__20_32_05_510249,./bbox_images\16.0_2025-05-06__20_32_05_510249.jpg,0.8634200096130371,0.8649831903990208,0.0
"[195, 451, 290, 512]",18.0,car,2025-05-06__20_32_05_511737,./bbox_images\18.0_2025-05-06__20_32_05_511737.jpg,0.7856133580207825,0.6901366272112223,0.0
"[431, 480, 520, 556]",26.0,car,2025-05-06__20_32_05_513163,./bbox_images\26.0_2025-05-06__20_32_05_513163.jpg,0.7883221507072449,1.2348611762979274,0.0
"[781, 353, 823, 390]",27.0,car,2025-05-06__20_32_05_514812,./bbox_images\27.0_2025-05-06__20_32_05_514812.jpg,0.7581839561462402,5.017279837746246,1.0
"[96, 608, 283, 718]",38.0,car,2025-05-06__20_32_05_516752,./bbox_images\38.0_2025-05-06__20_32_05_516752.jpg,0.7979965209960938,0.7690978350451363,0.0
"[0, 627, 61, 712]",46.0,car,2025-05-06__20_32_05_517886,./bbox_images\46.0_2025-05-06__20_32_05_517886.jpg,0.5124456286430359,0.6913396055482182,0.0
"[441, 365, 491, 404]",1.0,car,2025-05-06__20_32_05_916655,./bbox_images\1.0_2025-05-06__20_32_05_916655.jpg,0.8588577508926392,0.8258532673663155,0.0
"[556, 329, 590, 359]",2.0,car,2025-05-06__20_32_05_917652,./bbox_images\2.0_2025-05-06__20_32_05_917652.jpg,0.4229531288146972,0.7379856917254707,0.0
"[519, 383, 568, 424]",3.0,car,2025-05-06__20_32_05_920643,./bbox_images\3.0_2025-05-06__20_32_05_920643.jpg,0.746900200843811,1.0235871385241972,0.0
"[988, 196, 1278, 288]",4.0,train,2025-05-06__20_32_05_922638,./bbox_images\4.0_2025-05-06__20_32_05_922638.jpg,0.5717913508415222,0.0399201366962982,0.0
"[513, 301, 550, 334]",5.0,car,2025-05-06__20_32_05_924633,./bbox_images\5.0_2025-05-06__20_32_05_924633.jpg,0.1140065342187881,0.9394932867009008,0.0
"[473, 277, 522, 324]",7.0,bus,2025-05-06__20_32_05_926628,./bbox_images\7.0_2025-05-06__20_32_05_926628.jpg,0.4890320897102356,1.242059998994079,0.0
"[353, 347, 417, 405]",8.0,truck,2025-05-06__20_32_05_929620,./bbox_images\8.0_2025-05-06__20_32_05_929620.jpg,0.3547268211841583,1.258302253042413,0.0
"[782, 507, 882, 617]",11.0,car,2025-05-06__20_32_05_930904,./bbox_images\11.0_2025-05-06__20_32_05_930904.jpg,0.5682621002197266,5.017279837746246,1.0
"[350, 428, 437, 490]",16.0,car,2025-05-06__20_32_05_932612,./bbox_images\16.0_2025-05-06__20_32_05_932612.jpg,0.8626074194908142,0.8916214705831905,0.0
"[205, 446, 297, 507]",18.0,car,2025-05-06__20_32_05_935604,./bbox_images\18.0_2025-05-06__20_32_05_935604.jpg,0.7177137136459351,0.6652110799339491,0.0
"[438, 476, 521, 548]",26.0,car,2025-05-06__20_32_05_937599,./bbox_images\26.0_2025-05-06__20_32_05_937599.jpg,0.8220555186271667,1.181674110484007,0.0
"[786, 359, 831, 397]",27.0,car,2025-05-06__20_32_05_939611,./bbox_images\27.0_2025-05-06__20_32_05_939611.jpg,0.5488502383232117,5.017279837746247,1.0
"[121, 594, 292, 713]",38.0,car,2025-05-06__20_32_05_940763,./bbox_images\38.0_2025-05-06__20_32_05_940763.jpg,0.8461632132530212,0.7671708576141941,0.0
"[1, 617, 75, 709]",46.0,car,2025-05-06__20_32_05_942763,./bbox_images\46.0_2025-05-06__20_32_05_942763.jpg,0.5701273679733276,0.6576667844823237,0.0
"[444, 362, 493, 401]",1.0,car,2025-05-06__20_32_06_335533,./bbox_images\1.0_2025-05-06__20_32_06_335533.jpg,0.7257992625236511,0.8107789422728091,0.0
"[557, 328, 590, 356]",2.0,car,2025-05-06__20_32_06_337528,./bbox_images\2.0_2025-05-06__20_32_06_337528.jpg,0.3262163400650024,0.6866355829786891,0.0
"[520, 380, 569, 421]",3.0,car,2025-05-06__20_32_06_338968,./bbox_images\3.0_2025-05-06__20_32_06_338968.jpg,0.7680214643478394,1.006450089169859,0.0
"[988, 196, 1278, 287]",4.0,train,2025-05-06__20_32_06_340520,./bbox_images\4.0_2025-05-06__20_32_06_340520.jpg,0.6090825796127319,0.0402826432300312,0.0
"[514, 301, 552, 334]",5.0,car,2025-05-06__20_32_06_342784,./bbox_images\5.0_2025-05-06__20_32_06_342784.jpg,0.1184904500842094,0.9824583213887564,0.0
"[475, 277, 524, 323]",7.0,bus,2025-05-06__20_32_06_343910,./bbox_images\7.0_2025-05-06__20_32_06_343910.jpg,0.4529511332511902,1.2371590976877345,0.0
"[355, 345, 418, 403]",8.0,truck,2025-05-06__20_32_06_345506,./bbox_images\8.0_2025-05-06__20_32_06_345506.jpg,0.4351607263088226,1.287402306807155,0.0
"[798, 539, 915, 673]",11.0,car,2025-05-06__20_32_06_346922,./bbox_images\11.0_2025-05-06__20_32_06_346922.jpg,0.6915481686592102,5.017279837746246,1.0
"[358, 425, 442, 482]",16.0,car,2025-05-06__20_32_06_348626,./bbox_images\16.0_2025-05-06__20_32_06_348626.jpg,0.8317772746086121,0.919541049087108,0.0
"[213, 443, 301, 501]",18.0,car,2025-05-06__20_32_06_350513,./bbox_images\18.0_2025-05-06__20_32_06_350513.jpg,0.5984306335449219,0.6409053504096224,0.0
"[442, 469, 524, 539]",26.0,car,2025-05-06__20_32_06_351947,./bbox_images\26.0_2025-05-06__20_32_06_351947.jpg,0.7023720741271973,1.1609370625322597,0.0
"[793, 365, 840, 404]",27.0,car,2025-05-06__20_32_06_353523,./bbox_images\27.0_2025-05-06__20_32_06_353523.jpg,0.7850279211997986,5.017279837746247,1.0
"[141, 582, 304, 697]",38.0,car,2025-05-06__20_32_06_355480,./bbox_images\38.0_2025-05-06__20_32_06_355480.jpg,0.8309098482131958,0.7799971171245768,0.0
"[0, 608, 92, 713]",46.0,car,2025-05-06__20_32_06_357011,./bbox_images\46.0_2025-05-06__20_32_06_357011.jpg,0.410208135843277,0.6544217461213107,0.0
"[445, 360, 495, 400]",1.0,car,2025-05-06__20_32_06_763389,./bbox_images\1.0_2025-05-06__20_32_06_763389.jpg,0.7755157947540283,0.8203090408197579,0.0
"[557, 328, 590, 354]",2.0,car,2025-05-06__20_32_06_765383,./bbox_images\2.0_2025-05-06__20_32_06_765383.jpg,0.2682252824306488,0.6614707013405727,0.0
"[521, 379, 569, 420]",3.0,car,2025-05-06__20_32_06_767378,./bbox_images\3.0_2025-05-06__20_32_06_767378.jpg,0.774344265460968,0.9917443408888796,0.0
"[989, 196, 1278, 288]",4.0,train,2025-05-06__20_32_06_768609,./bbox_images\4.0_2025-05-06__20_32_06_768609.jpg,0.6118209958076477,0.0399212040221927,0.0
"[515, 301, 552, 333]",5.0,car,2025-05-06__20_32_06_770511,./bbox_images\5.0_2025-05-06__20_32_06_770511.jpg,0.2136947810649871,0.9920944561331017,0.0
"[476, 276, 524, 322]",7.0,bus,2025-05-06__20_32_06_771521,./bbox_images\7.0_2025-05-06__20_32_06_771521.jpg,0.4186403453350067,1.27391887867312,0.0
"[357, 343, 420, 401]",8.0,truck,2025-05-06__20_32_06_773522,./bbox_images\8.0_2025-05-06__20_32_06_773522.jpg,0.4096800088882446,1.307608499605969,0.0
"[813, 568, 943, 717]",11.0,car,2025-05-06__20_32_06_774579,./bbox_images\11.0_2025-05-06__20_32_06_774579.jpg,0.7094460725784302,5.017279837746246,1.0
"[365, 421, 443, 479]",16.0,car,2025-05-06__20_32_06_776474,./bbox_images\16.0_2025-05-06__20_32_06_776474.jpg,0.8292386531829834,0.9266123209153349,0.0
"[216, 439, 306, 498]",18.0,car,2025-05-06__20_32_06_777909,./bbox_images\18.0_2025-05-06__20_32_06_777909.jpg,0.5634461045265198,0.638302865227932,0.0
"[444, 466, 526, 532]",26.0,car,2025-05-06__20_32_06_779347,./bbox_images\26.0_2025-05-06__20_32_06_779347.jpg,0.7795337438583374,1.145268257364056,0.0
"[799, 370, 846, 412]",27.0,car,2025-05-06__20_32_06_780563,./bbox_images\27.0_2025-05-06__20_32_06_780563.jpg,0.6879247426986694,5.017279837746247,1.0
"[153, 575, 313, 685]",38.0,car,2025-05-06__20_32_06_782339,./bbox_images\38.0_2025-05-06__20_32_06_782339.jpg,0.8403034210205078,0.7933620111969015,0.0
"[0, 601, 103, 716]",46.0,car,2025-05-06__20_32_06_783336,./bbox_images\46.0_2025-05-06__20_32_06_783336.jpg,0.5725643634796143,0.6641732770936507,0.0
"[447, 358, 496, 396]",1.0,car,2025-05-06__20_32_07_218212,./bbox_images\1.0_2025-05-06__20_32_07_218212.jpg,0.7996812462806702,0.788919309267231,0.0
"[557, 327, 591, 352]",2.0,car,2025-05-06__20_32_07_220167,./bbox_images\2.0_2025-05-06__20_32_07_220167.jpg,0.2743163108825683,0.6554196129863906,0.0
"[524, 376, 572, 416]",3.0,car,2025-05-06__20_32_07_222163,./bbox_images\3.0_2025-05-06__20_32_07_222163.jpg,0.7625965476036072,1.010711446636376,0.0
"[988, 195, 1278, 288]",4.0,train,2025-05-06__20_32_07_223378,./bbox_images\4.0_2025-05-06__20_32_07_223378.jpg,0.5879879593849182,0.0859869379918896,0.0
"[517, 300, 553, 331]",5.0,car,2025-05-06__20_32_07_225486,./bbox_images\5.0_2025-05-06__20_32_07_225486.jpg,0.3257650732994079,1.0537983829542827,0.0
"[478, 276, 525, 321]",7.0,bus,2025-05-06__20_32_07_227149,./bbox_images\7.0_2025-05-06__20_32_07_227149.jpg,0.3788304626941681,1.2796792121558518,0.0
"[361, 340, 423, 400]",8.0,truck,2025-05-06__20_32_07_228147,./bbox_images\8.0_2025-05-06__20_32_07_228147.jpg,0.4754669368267059,1.3142392457024827,0.0
"[835, 612, 970, 720]",11.0,car,2025-05-06__20_32_07_230141,./bbox_images\11.0_2025-05-06__20_32_07_230141.jpg,0.6783050298690796,5.017279837746246,1.0
"[371, 416, 445, 474]",16.0,car,2025-05-06__20_32_07_231548,./bbox_images\16.0_2025-05-06__20_32_07_231548.jpg,0.8433176279067993,0.924093231584754,0.0
"[224, 435, 312, 494]",18.0,car,2025-05-06__20_32_07_233168,./bbox_images\18.0_2025-05-06__20_32_07_233168.jpg,0.5954638719558716,0.6141752350018368,0.0
"[449, 460, 528, 527]",26.0,car,2025-05-06__20_32_07_235127,./bbox_images\26.0_2025-05-06__20_32_07_235127.jpg,0.861259937286377,1.1241103176209095,0.0
"[806, 376, 855, 419]",27.0,car,2025-05-06__20_32_07_236201,./bbox_images\27.0_2025-05-06__20_32_07_236201.jpg,0.7274847626686096,5.017279837746247,1.0
"[168, 563, 320, 669]",38.0,car,2025-05-06__20_32_07_238119,./bbox_images\38.0_2025-05-06__20_32_07_238119.jpg,0.8351673483848572,0.7939758872026753,0.0
"[0, 590, 115, 706]",46.0,car,2025-05-06__20_32_07_239117,./bbox_images\46.0_2025-05-06__20_32_07_239117.jpg,0.683829128742218,0.642772705075253,0.0
"[449, 357, 498, 393]",1.0,car,2025-05-06__20_32_07_649020,./bbox_images\1.0_2025-05-06__20_32_07_649020.jpg,0.8289195895195007,0.782171020110751,0.0
"[556, 323, 591, 351]",2.0,car,2025-05-06__20_32_07_651016,./bbox_images\2.0_2025-05-06__20_32_07_651016.jpg,0.3053486049175262,0.6617958229294854,0.0
"[526, 374, 574, 413]",3.0,car,2025-05-06__20_32_07_653010,./bbox_images\3.0_2025-05-06__20_32_07_653010.jpg,0.6890573501586914,1.0255448381052792,0.0
"[988, 196, 1278, 288]",4.0,train,2025-05-06__20_32_07_654035,./bbox_images\4.0_2025-05-06__20_32_07_654035.jpg,0.613213300704956,0.0399201366962982,0.0
"[518, 299, 554, 329]",5.0,car,2025-05-06__20_32_07_655500,./bbox_images\5.0_2025-05-06__20_32_07_655500.jpg,0.2395131736993789,1.1051192865745634,0.0
"[480, 275, 527, 319]",7.0,bus,2025-05-06__20_32_07_657000,./bbox_images\7.0_2025-05-06__20_32_07_657000.jpg,0.4859657287597656,1.314892864999098,0.0
"[366, 338, 426, 397]",8.0,truck,2025-05-06__20_32_07_658636,./bbox_images\8.0_2025-05-06__20_32_07_658636.jpg,0.4664036333560943,1.2931883983359471,0.0
"[377, 412, 452, 467]",16.0,car,2025-05-06__20_32_07_660028,./bbox_images\16.0_2025-05-06__20_32_07_660028.jpg,0.8531068563461304,0.9599370363146924,0.0
"[230, 432, 317, 490]",18.0,car,2025-05-06__20_32_07_661986,./bbox_images\18.0_2025-05-06__20_32_07_661986.jpg,0.5242404937744141,0.595911902825436,0.0
"[454, 454, 530, 521]",26.0,car,2025-05-06__20_32_07_663981,./bbox_images\26.0_2025-05-06__20_32_07_663981.jpg,0.8426669836044312,1.1021144518845454,0.0
"[814, 384, 871, 432]",27.0,car,2025-05-06__20_32_07_665440,./bbox_images\27.0_2025-05-06__20_32_07_665440.jpg,0.5168350338935852,5.017279837746246,1.0
"[187, 552, 330, 652]",38.0,car,2025-05-06__20_32_07_667187,./bbox_images\38.0_2025-05-06__20_32_07_667187.jpg,0.8085938096046448,0.8079794453427128,0.0
"[0, 582, 129, 690]",46.0,car,2025-05-06__20_32_07_668968,./bbox_images\46.0_2025-05-06__20_32_07_668968.jpg,0.8085067272186279,0.6384881916926394,0.0
"[450, 355, 499, 391]",1.0,car,2025-05-06__20_32_08_070892,./bbox_images\1.0_2025-05-06__20_32_08_070892.jpg,0.8259739279747009,0.7729437383865049,0.0
"[558, 321, 591, 351]",2.0,car,2025-05-06__20_32_08_073885,./bbox_images\2.0_2025-05-06__20_32_08_073885.jpg,0.3875599503517151,0.639421955410895,0.0
"[526, 373, 574, 411]",3.0,car,2025-05-06__20_32_08_075394,./bbox_images\3.0_2025-05-06__20_32_08_075394.jpg,0.6700689792633057,1.0032761459541446,0.0
"[989, 196, 1278, 288]",4.0,train,2025-05-06__20_32_08_077874,./bbox_images\4.0_2025-05-06__20_32_08_077874.jpg,0.6071428656578064,0.0399212040221927,0.0
"[519, 298, 555, 327]",5.0,car,2025-05-06__20_32_08_079246,./bbox_images\5.0_2025-05-06__20_32_08_079246.jpg,0.1631260514259338,1.1720393712841068,0.0
"[480, 275, 528, 320]",7.0,bus,2025-05-06__20_32_08_081310,./bbox_images\7.0_2025-05-06__20_32_08_081310.jpg,0.4826154708862304,1.3000118761140669,0.0
"[369, 337, 427, 396]",8.0,truck,2025-05-06__20_32_08_082860,./bbox_images\8.0_2025-05-06__20_32_08_082860.jpg,0.3965028524398803,1.275875424435354,0.0
"[379, 409, 456, 464]",16.0,car,2025-05-06__20_32_08_084004,./bbox_images\16.0_2025-05-06__20_32_08_084004.jpg,0.8466171026229858,0.976910139658971,0.0
"[235, 429, 319, 487]",18.0,car,2025-05-06__20_32_08_085919,./bbox_images\18.0_2025-05-06__20_32_08_085919.jpg,0.6440161466598511,0.5856515364785114,0.0
"[455, 451, 531, 516]",26.0,car,2025-05-06__20_32_08_087125,./bbox_images\26.0_2025-05-06__20_32_08_087125.jpg,0.815418004989624,1.0962878517342205,0.0
"[822, 391, 878, 442]",27.0,car,2025-05-06__20_32_08_089088,./bbox_images\27.0_2025-05-06__20_32_08_089088.jpg,0.4930755794048309,5.017279837746246,1.0
"[196, 545, 334, 643]",38.0,car,2025-05-06__20_32_08_089903,./bbox_images\38.0_2025-05-06__20_32_08_089903.jpg,0.8265867829322815,0.8101317891409007,0.0
"[0, 575, 138, 679]",46.0,car,2025-05-06__20_32_08_091836,./bbox_images\46.0_2025-05-06__20_32_08_091836.jpg,0.8196641802787781,0.6476092284937583,0.0
"[313, 693, 436, 719]",57.0,car,2025-05-06__20_32_08_093831,./bbox_images\57.0_2025-05-06__20_32_08_093831.jpg,0.3486685454845428,1.4459956246947758,0.0
"[454, 353, 500, 389]",1.0,car,2025-05-06__20_32_08_496753,./bbox_images\1.0_2025-05-06__20_32_08_496753.jpg,0.7862387895584106,0.7587837036226402,0.0
"[559, 320, 591, 348]",2.0,car,2025-05-06__20_32_08_497909,./bbox_images\2.0_2025-05-06__20_32_08_497909.jpg,0.5530214309692383,0.6060303878481536,0.0
"[528, 370, 575, 407]",3.0,car,2025-05-06__20_32_08_499745,./bbox_images\3.0_2025-05-06__20_32_08_499745.jpg,0.6195158362388611,0.98818123873748,0.0
"[988, 196, 1278, 287]",4.0,train,2025-05-06__20_32_08_501740,./bbox_images\4.0_2025-05-06__20_32_08_501740.jpg,0.578289806842804,0.0402826432300312,0.0
"[519, 298, 557, 326]",5.0,car,2025-05-06__20_32_08_503735,./bbox_images\5.0_2025-05-06__20_32_08_503735.jpg,0.3314442932605743,1.2385076422503547,0.0
"[482, 275, 529, 318]",7.0,bus,2025-05-06__20_32_08_504853,./bbox_images\7.0_2025-05-06__20_32_08_504853.jpg,0.4485089480876922,1.3066479180099493,0.0
"[370, 338, 429, 392]",8.0,truck,2025-05-06__20_32_08_506779,./bbox_images\8.0_2025-05-06__20_32_08_506779.jpg,0.2929022014141083,1.2499425561739903,0.0
"[384, 407, 459, 461]",16.0,car,2025-05-06__20_32_08_508721,./bbox_images\16.0_2025-05-06__20_32_08_508721.jpg,0.8482145071029663,0.9904463094352592,0.0
"[242, 426, 324, 483]",18.0,car,2025-05-06__20_32_08_509995,./bbox_images\18.0_2025-05-06__20_32_08_509995.jpg,0.6577566266059875,0.5667585029130097,0.0
"[459, 447, 534, 511]",26.0,car,2025-05-06__20_32_08_511713,./bbox_images\26.0_2025-05-06__20_32_08_511713.jpg,0.8377759456634521,1.0937813310647218,0.0
"[831, 400, 891, 452]",27.0,car,2025-05-06__20_32_08_513074,./bbox_images\27.0_2025-05-06__20_32_08_513074.jpg,0.5746069550514221,5.017279837746246,1.0
"[210, 535, 344, 629]",38.0,car,2025-05-06__20_32_08_514705,./bbox_images\38.0_2025-05-06__20_32_08_514705.jpg,0.8369324803352356,0.8287689272895764,0.0
"[0, 565, 150, 668]",46.0,car,2025-05-06__20_32_08_516700,./bbox_images\46.0_2025-05-06__20_32_08_516700.jpg,0.8346731662750244,0.670488815646029,0.0
"[304, 678, 446, 718]",57.0,car,2025-05-06__20_32_08_517816,./bbox_images\57.0_2025-05-06__20_32_08_517816.jpg,0.7393524050712585,1.4244037629553497,0.0
"[456, 351, 502, 387]",1.0,car,2025-05-06__20_32_08_931590,./bbox_images\1.0_2025-05-06__20_32_08_931590.jpg,0.7495318651199341,0.7585639676900167,0.0
"[560, 319, 591, 345]",2.0,car,2025-05-06__20_32_08_934707,./bbox_images\2.0_2025-05-06__20_32_08_934707.jpg,0.6024426817893982,0.5777464024777729,0.0
"[529, 368, 575, 404]",3.0,car,2025-05-06__20_32_08_935987,./bbox_images\3.0_2025-05-06__20_32_08_935987.jpg,0.6963797211647034,0.9574085782426716,0.0
"[988, 196, 1278, 288]",4.0,train,2025-05-06__20_32_08_938012,./bbox_images\4.0_2025-05-06__20_32_08_938012.jpg,0.5897844433784485,0.0399201366962982,0.0
"[522, 297, 557, 324]",5.0,car,2025-05-06__20_32_08_939569,./bbox_images\5.0_2025-05-06__20_32_08_939569.jpg,0.1055522635579109,1.348613730439972,0.0
"[483, 275, 530, 316]",7.0,bus,2025-05-06__20_32_08_941054,./bbox_images\7.0_2025-05-06__20_32_08_941054.jpg,0.449613094329834,1.336218107481199,0.0
"[373, 337, 430, 391]",8.0,truck,2025-05-06__20_32_08_942562,./bbox_images\8.0_2025-05-06__20_32_08_942562.jpg,0.5734125375747681,1.2294514076724576,0.0
